;on_wind;grid;PEM input;Compressor;hydrogen_storage;Curtailment
4839;8.18;6.92;-13.67;-1.42;2.07;-0.0
4840;9.25;6.92;-14.65;-1.52;1.5;-0.0
4841;8.77;6.92;-14.21;-1.48;1.76;-0.0
4842;8.18;6.92;-13.67;-1.42;2.07;-0.0
4843;8.18;6.92;-13.67;-1.42;-1.26;-0.0
4844;9.01;6.92;-14.43;-1.5;-1.7;-0.0
4845;12.29;6.92;-17.4;-1.81;-3.43;-0.0
4846;15.58;6.92;-20.38;-2.12;-5.15;-0.0
4847;16.59;6.92;-21.29;-2.21;-5.69;-0.0
4848;16.65;6.92;-21.35;-2.22;-5.72;-0.0
4849;16.23;6.92;-20.97;-2.18;-5.5;-0.0
4850;15.58;6.92;-20.38;-2.12;-5.15;-0.0
4851;14.62;6.92;-19.51;-2.03;-4.65;-0.0
4852;11.46;6.92;-16.65;-1.73;-2.99;-0.0
4853;7.94;6.92;-13.46;-1.4;2.19;-0.0
4854;10.44;6.92;-15.73;-1.64;0.88;-0.0
4855;11.88;6.92;-17.02;-1.77;0.12;-0.0
4856;13.49;6.92;-18.48;-1.92;-0.72;-0.0
4857;15.22;6.92;-20.05;-2.09;-1.63;-0.0
4858;16.65;6.92;-21.35;-2.22;-2.38;-0.0
4859;18.38;6.92;-22.92;-2.38;-3.29;-0.0
4860;18.86;6.68;-23.14;-2.41;-3.42;-0.0
4861;18.8;6.74;-23.14;-2.41;-3.42;-0.0
4862;18.38;6.92;-22.92;-2.38;-3.29;-0.0
4863;16.17;6.92;-20.92;-2.18;-2.13;-0.0
4864;13.31;6.92;-18.32;-1.91;-0.63;-0.0
4865;9.25;6.92;-14.65;-1.52;1.5;-0.0
4866;7.58;6.92;-13.13;-1.37;2.38;-0.0
4867;-0.0;-0.0;0.0;0.0;6.67;-7.22
4868;-0.0;-0.0;0.0;0.0;6.67;-7.16
4869;-0.0;-0.0;0.0;0.0;6.67;-9.13
4870;-0.0;-0.0;0.0;0.0;6.67;-12.23
4871;-0.0;-0.0;0.0;0.0;6.67;-12.95
4872;12.0;6.92;-17.13;-1.78;-3.27;-0.0
4873;12.06;6.92;-17.19;-1.79;-3.3;-0.0
4874;13.31;6.92;-18.32;-1.91;-3.96;-0.0
4875;15.58;6.92;-20.38;-2.12;-5.15;-0.0
4876;17.37;6.92;-22.0;-2.29;-6.09;-0.0
4877;18.44;6.92;-22.97;-2.39;-3.32;-0.0
4878;20.23;5.31;-23.14;-2.41;-3.42;-0.0
4879;18.68;6.86;-23.14;-2.41;-3.42;-0.0
4880;25.07;0.48;-23.14;-2.41;-3.42;-0.0
4881;25.54;-0.0;-23.14;-2.41;-3.42;-6.03
4882;25.54;-0.0;-23.14;-2.41;-3.42;-12.89
4883;25.54;-0.0;-23.14;-2.41;-3.42;-15.4
4884;25.54;-0.0;-23.14;-2.41;-3.42;-15.93
4885;25.54;-0.0;-23.14;-2.41;-3.42;-15.64
4886;25.54;-0.0;-23.14;-2.41;-3.42;-14.62
4887;25.54;-0.0;-23.14;-2.41;-3.42;-13.91
4888;25.54;-0.0;-23.14;-2.41;-3.42;-10.44
4889;25.54;-0.0;-23.14;-2.41;-3.42;-6.15
4890;25.54;-0.0;-23.14;-2.41;-3.42;-5.79
4891;25.54;-0.0;-23.14;-2.41;-6.75;-5.85
4892;25.54;-0.0;-23.14;-2.41;-6.75;-4.48
4893;25.54;-0.0;-23.14;-2.41;-6.75;-4.36
4894;25.54;-0.0;-23.14;-2.41;-6.75;-4.54
4895;25.54;-0.0;-23.14;-2.41;-6.75;-1.61
4896;25.54;-0.0;-23.14;-2.41;-6.75;-0.54
4897;25.54;-0.0;-23.14;-2.41;-6.75;-0.48
4898;23.51;2.03;-23.14;-2.41;-6.75;-0.0
4899;21.01;4.54;-23.14;-2.41;-6.75;-0.0
4900;16.83;6.92;-21.51;-2.24;-5.81;-0.0
4901;12.0;6.92;-17.13;-1.78;0.06;-0.0
4902;13.13;6.92;-18.16;-1.89;-0.53;-0.0
4903;16.89;6.92;-21.57;-2.24;-2.51;-0.0
4904;21.96;3.58;-23.14;-2.41;-3.42;-0.0
4905;25.54;-0.0;-23.14;-2.41;-3.42;-2.27
4906;25.54;-0.0;-23.14;-2.41;-3.42;-4.18
4907;25.54;-0.0;-23.14;-2.41;-3.42;-4.77
4908;25.54;-0.0;-23.14;-2.41;-3.42;-0.24
4909;22.14;3.4;-23.14;-2.41;-3.42;-0.0
4910;19.28;6.27;-23.14;-2.41;-3.42;-0.0
4911;18.2;6.92;-22.75;-2.37;-3.2;-0.0
4912;16.95;6.92;-21.62;-2.25;-2.54;-0.0
4913;14.86;6.92;-19.73;-2.05;-1.44;-0.0
4914;15.93;6.92;-20.7;-2.15;-2.01;-0.0
4915;16.35;6.92;-21.08;-2.19;-5.56;-0.0
4916;16.29;6.92;-21.02;-2.19;-5.53;-0.0
4917;16.05;6.92;-20.81;-2.16;-5.4;-0.0
4918;15.93;6.92;-20.7;-2.15;-5.34;-0.0
4919;14.68;6.92;-19.56;-2.03;-4.68;-0.0
4920;12.65;6.92;-17.73;-1.84;-3.62;-0.0
4921;11.46;6.92;-16.65;-1.73;-2.99;-0.0
4922;11.4;6.92;-16.59;-1.73;-2.96;-0.0
4923;10.98;6.92;-16.21;-1.69;-2.74;-0.0
4924;8.36;6.92;-13.83;-1.44;-1.36;-0.0
4925;5.61;6.92;-11.35;-1.18;3.42;-0.0
4926;7.4;6.92;-12.97;-1.35;2.48;-0.0
4927;7.04;6.92;-12.65;-1.31;2.66;-0.0
4928;5.31;6.92;-11.08;-1.15;3.57;-0.0
4929;4.18;6.92;-10.05;-1.05;4.17;-0.0
4930;5.67;6.92;-11.4;-1.19;3.39;-0.0
4931;8.53;6.92;-14.0;-1.46;1.88;-0.0
4932;11.52;6.92;-16.7;-1.74;0.31;-0.0
4933;14.14;6.92;-19.08;-1.98;-1.07;-0.0
4934;16.11;6.92;-20.86;-2.17;-2.1;-0.0
4935;16.89;6.92;-21.57;-2.24;-2.51;-0.0
4936;17.37;6.92;-22.0;-2.29;-2.76;-0.0
4937;16.95;6.92;-21.62;-2.25;-2.54;-0.0
4938;17.19;6.92;-21.84;-2.27;-2.67;-0.0
4939;18.92;6.62;-23.14;-2.41;-6.75;-0.0
4940;18.68;6.86;-23.14;-2.41;-6.75;-0.0
4941;17.9;6.92;-22.48;-2.34;-6.37;-0.0
4942;16.59;6.92;-21.29;-2.21;-5.69;-0.0
4943;17.07;6.92;-21.73;-2.26;-5.94;-0.0
4944;15.76;6.92;-20.54;-2.14;-5.25;-0.0
4945;14.86;6.92;-19.73;-2.05;-4.78;-0.0
4946;14.86;6.92;-19.73;-2.05;-4.78;-0.0
4947;14.68;6.92;-19.56;-2.03;-4.68;-0.0
4948;12.47;6.92;-17.56;-1.83;-3.52;-0.0
4949;9.61;6.92;-14.97;-1.56;1.32;-0.0
4950;14.62;6.92;-19.51;-2.03;-1.32;-0.0
4951;18.08;6.92;-22.65;-2.35;-3.14;-0.0
4952;17.37;6.92;-22.0;-2.29;-2.76;-0.0
4953;17.37;6.92;-22.0;-2.29;-2.76;-0.0
4954;17.9;6.92;-22.48;-2.34;-3.04;-0.0
4955;18.32;6.92;-22.86;-2.38;-3.26;-0.0
4956;18.56;6.92;-23.08;-2.4;-3.39;-0.0
4957;18.92;6.62;-23.14;-2.41;-3.42;-0.0
4958;18.56;6.92;-23.08;-2.4;-3.39;-0.0
4959;16.11;6.92;-20.86;-2.17;-2.1;-0.0
4960;12.53;6.92;-17.62;-1.83;-0.22;-0.0
4961;9.37;6.92;-14.75;-1.53;1.44;-0.0
4962;9.61;6.92;-14.97;-1.56;1.32;-0.0
4963;11.94;6.92;-17.08;-1.78;-3.24;-0.0
4964;12.71;6.92;-17.78;-1.85;-3.65;-0.0
4965;12.23;6.92;-17.35;-1.8;-3.4;-0.0
4966;11.46;6.92;-16.65;-1.73;-2.99;-0.0
4967;13.13;6.92;-18.16;-1.89;-3.87;-0.0
4968;15.58;6.92;-20.38;-2.12;-5.15;-0.0
4969;17.31;6.92;-21.94;-2.28;-6.06;-0.0
4970;18.02;6.92;-22.59;-2.35;-6.44;-0.0
4971;17.55;6.92;-22.16;-2.3;-6.19;-0.0
4972;16.83;6.92;-21.51;-2.24;-5.81;-0.0
4973;14.86;6.92;-19.73;-2.05;-1.44;-0.0
4974;10.74;6.92;-16.0;-1.66;0.72;-0.0
4975;10.56;6.92;-15.83;-1.65;0.81;-0.0
4976;16.65;6.92;-21.35;-2.22;-2.38;-0.0
4977;25.54;-0.0;-23.14;-2.41;-3.42;-0.42
4978;25.54;-0.0;-23.14;-2.41;-3.42;-1.73
4979;22.08;3.46;-23.14;-2.41;-3.42;-0.0
4980;17.55;6.92;-22.16;-2.3;-2.85;-0.0
4981;14.98;6.92;-19.84;-2.06;-1.51;-0.0
4982;12.95;6.92;-18.0;-1.87;-0.44;-0.0
4983;13.73;6.92;-18.7;-1.94;-0.85;-0.0
4984;17.9;6.92;-22.48;-2.34;-3.04;-0.0
4985;21.25;4.3;-23.14;-2.41;-3.42;-0.0
4986;23.93;1.61;-23.14;-2.41;-3.42;-0.0
4987;25.54;-0.0;-23.14;-2.41;-6.75;-1.73
4988;25.54;-0.0;-23.14;-2.41;-6.75;-4.48
4989;25.54;-0.0;-23.14;-2.41;-6.75;-5.37
4990;25.54;-0.0;-23.14;-2.41;-6.75;-5.43
4991;25.54;-0.0;-23.14;-2.41;-6.75;-4.95
4992;25.54;-0.0;-23.14;-2.41;-6.75;-4.48
4993;25.54;-0.0;-23.14;-2.41;-6.75;-3.7
4994;25.54;-0.0;-23.14;-2.41;-6.75;-2.21
4995;25.54;-0.0;-23.14;-2.41;-6.75;-0.42
4996;23.99;1.55;-23.14;-2.41;-6.75;-0.0
4997;20.53;5.01;-23.14;-2.41;-3.42;-0.0
4998;17.67;6.92;-22.27;-2.32;-2.92;-0.0
4999;19.75;5.79;-23.14;-2.41;-3.42;-0.0
5000;21.07;4.48;-23.14;-2.41;-3.42;-0.0
5001;22.14;3.4;-23.14;-2.41;-3.42;-0.0
5002;23.16;2.39;-23.14;-2.41;-3.42;-0.0
5003;23.27;2.27;-23.14;-2.41;-3.42;-0.0
5004;21.9;3.64;-23.14;-2.41;-3.42;-0.0
5005;20.11;5.43;-23.14;-2.41;-3.42;-0.0
5006;17.25;6.92;-21.89;-2.28;-2.7;-0.0
5007;13.07;6.92;-18.11;-1.88;-0.5;-0.0
5008;8.06;6.92;-13.56;-1.41;2.13;-0.0
5009;4.42;6.92;-10.27;-1.07;4.04;-0.0
5010;2.92;6.92;-8.92;-0.93;4.83;-0.0
5011;2.75;6.92;-8.75;-0.91;1.59;-0.0
5012;4.12;6.92;-10.0;-1.04;0.87;-0.0
5013;7.46;6.92;-13.02;-1.35;-0.89;-0.0
5014;10.92;6.92;-16.16;-1.68;-2.71;-0.0
5015;13.13;6.92;-18.16;-1.89;-3.87;-0.0
5016;14.08;6.92;-19.02;-1.98;-4.37;-0.0
5017;12.53;6.92;-17.62;-1.83;-3.55;-0.0
5018;10.74;6.92;-16.0;-1.66;-2.61;-0.0
5019;10.74;6.92;-16.0;-1.66;-2.61;-0.0
5020;12.17;6.92;-17.29;-1.8;-3.36;-0.0
5021;12.23;6.92;-17.35;-1.8;-0.06;-0.0
5022;10.68;6.92;-15.94;-1.66;0.75;-0.0
5023;12.95;6.92;-18.0;-1.87;-0.44;-0.0
5024;15.46;6.92;-20.27;-2.11;-1.76;-0.0
5025;19.28;6.27;-23.14;-2.41;-3.42;-0.0
5026;22.62;2.92;-23.14;-2.41;-3.42;-0.0
5027;25.18;0.36;-23.14;-2.41;-3.42;-0.0
5028;25.54;-0.0;-23.14;-2.41;-3.42;-2.57
5029;25.54;-0.0;-23.14;-2.41;-3.42;-4.6
5030;25.54;-0.0;-23.14;-2.41;-3.42;-4.18
5031;23.75;1.79;-23.14;-2.41;-3.42;-0.0
5032;17.78;6.92;-22.38;-2.33;-2.98;-0.0
5033;11.46;6.92;-16.65;-1.73;0.34;-0.0
5034;9.25;6.92;-14.65;-1.52;1.5;-0.0
5035;-0.0;-0.0;0.0;0.0;6.67;-11.16
5036;-0.0;-0.0;0.0;0.0;6.67;-13.73
5037;-0.0;-0.0;0.0;0.0;6.67;-15.58
5038;-0.0;-0.0;0.0;0.0;6.67;-16.89
5039;-0.0;-0.0;0.0;0.0;6.67;-17.01
5040;16.65;6.92;-21.35;-2.22;-5.72;-0.0
5041;16.71;6.92;-21.4;-2.23;-5.75;-0.0
5042;15.64;6.92;-20.43;-2.12;-5.18;-0.0
5043;16.35;6.92;-21.08;-2.19;-5.56;-0.0
5044;15.76;6.92;-20.54;-2.14;-5.25;-0.0
5045;14.38;6.92;-19.29;-2.01;-1.19;-0.0
5046;20.29;5.25;-23.14;-2.41;-3.42;-0.0
5047;24.29;1.25;-23.14;-2.41;-3.42;-0.0
5048;25.54;-0.0;-23.14;-2.41;-3.42;-1.13
5049;25.54;-0.0;-23.14;-2.41;-3.42;-2.57
5050;25.54;-0.0;-23.14;-2.41;-3.42;-4.42
5051;25.54;-0.0;-23.14;-2.41;-3.42;-7.58
5052;25.54;-0.0;-23.14;-2.41;-3.42;-10.5
5053;25.54;-0.0;-23.14;-2.41;-3.42;-11.22
5054;25.54;-0.0;-23.14;-2.41;-3.42;-10.62
5055;25.54;-0.0;-23.14;-2.41;-3.42;-8.06
5056;25.54;-0.0;-23.14;-2.41;-3.42;-2.57
5057;21.6;3.94;-23.14;-2.41;-3.42;-0.0
5058;19.69;5.85;-23.14;-2.41;-3.42;-0.0
5059;19.99;5.55;-23.14;-2.41;-6.75;-0.0
5060;24.65;0.9;-23.14;-2.41;-6.75;-0.0
5061;24.65;0.9;-23.14;-2.41;-6.75;-0.0
5062;22.8;2.75;-23.14;-2.41;-6.75;-0.0
5063;22.02;3.52;-23.14;-2.41;-6.75;-0.0
5064;19.81;5.73;-23.14;-2.41;-6.75;-0.0
5065;18.44;6.92;-22.97;-2.39;-6.66;-0.0
5066;22.68;2.86;-23.14;-2.41;-6.75;-0.0
5067;24.23;1.31;-23.14;-2.41;-6.75;-0.0
5068;23.27;2.27;-23.14;-2.41;-6.75;-0.0
5069;24.47;1.07;-23.14;-2.41;-3.42;-0.0
5070;25.54;-0.0;-23.14;-2.41;-3.42;-4.77
5071;25.54;-0.0;-23.14;-2.41;-3.42;-11.22
5072;25.54;-0.0;-23.14;-2.41;-3.42;-13.96
5073;25.54;-0.0;-23.14;-2.41;-3.42;-15.16
5074;25.54;-0.0;-23.14;-2.41;-3.42;-16.71
5075;25.54;-0.0;-23.14;-2.41;-3.42;-17.78
5076;25.54;-0.0;-23.14;-2.41;-3.42;-18.14
5077;25.54;-0.0;-23.14;-2.41;-3.42;-18.32
5078;25.54;-0.0;-23.14;-2.41;-3.42;-16.83
5079;25.54;-0.0;-23.14;-2.41;-3.42;-12.23
5080;25.54;-0.0;-23.14;-2.41;-3.42;-9.67
5081;25.54;-0.0;-23.14;-2.41;-3.42;-6.62
5082;25.54;-0.0;-23.14;-2.41;-3.42;-3.34
5083;25.54;-0.0;-23.14;-2.41;-6.75;-1.67
5084;25.54;-0.0;-23.14;-2.41;-6.75;-1.91
5085;25.54;-0.0;-23.14;-2.41;-6.75;-6.92
5086;25.54;-0.0;-23.14;-2.41;-6.75;-8.95
5087;25.54;-0.0;-23.14;-2.41;-6.75;-4.95
5088;24.65;0.9;-23.14;-2.41;-6.75;-0.0
5089;19.4;6.15;-23.14;-2.41;-6.75;-0.0
5090;18.02;6.92;-22.59;-2.35;-6.44;-0.0
5091;15.58;6.92;-20.38;-2.12;-5.15;-0.0
5092;13.79;6.92;-18.75;-1.95;-4.21;-0.0
5093;12.35;6.92;-17.46;-1.82;-0.13;-0.0
5094;18.92;6.62;-23.14;-2.41;-3.42;-0.0
5095;25.54;-0.0;-23.14;-2.41;-3.42;-0.42
5096;25.54;-0.0;-23.14;-2.41;-3.42;-5.85
5097;25.54;-0.0;-23.14;-2.41;-3.42;-9.67
5098;25.54;-0.0;-23.14;-2.41;-3.42;-13.07
5099;25.54;-0.0;-23.14;-2.41;-3.42;-15.82
5100;25.54;-0.0;-23.14;-2.41;-3.42;-15.46
5101;25.54;-0.0;-23.14;-2.41;-3.42;-13.37
5102;25.54;-0.0;-23.14;-2.41;-3.42;-12.06
5103;25.54;-0.0;-23.14;-2.41;-3.42;-9.67
5104;25.54;-0.0;-23.14;-2.41;-3.42;-4.0
5105;25.54;-0.0;-23.14;-2.41;-3.42;-1.73
5106;25.54;-0.0;-23.14;-2.41;-3.42;-0.24
5107;22.68;2.86;-23.14;-2.41;-6.75;-0.0
5108;20.95;4.6;-23.14;-2.41;-6.75;-0.0
5109;21.31;4.24;-23.14;-2.41;-6.75;-0.0
5110;20.89;4.65;-23.14;-2.41;-6.75;-0.0
5111;20.23;5.31;-23.14;-2.41;-6.75;-0.0
5112;19.22;6.33;-23.14;-2.41;-6.75;-0.0
5113;21.01;4.54;-23.14;-2.41;-6.75;-0.0
5114;20.47;5.07;-23.14;-2.41;-6.75;-0.0
5115;18.2;6.92;-22.75;-2.37;-6.53;-0.0
5116;14.92;6.92;-19.78;-2.06;-4.81;-0.0
5117;10.5;6.92;-15.78;-1.64;0.85;-0.0
5118;14.86;6.92;-19.73;-2.05;-1.44;-0.0
5119;17.49;6.92;-22.11;-2.3;-2.82;-0.0
5120;21.9;3.64;-23.14;-2.41;-3.42;-0.0
5121;25.54;-0.0;-23.14;-2.41;-3.42;-1.97
5122;25.54;-0.0;-23.14;-2.41;-3.42;-9.79
5123;25.54;-0.0;-23.14;-2.41;-3.42;-14.92
5124;25.54;-0.0;-23.14;-2.41;-3.42;-10.44
5125;25.54;-0.0;-23.14;-2.41;-3.42;-3.34
5126;23.04;2.51;-23.14;-2.41;-3.42;-0.0
5127;21.19;4.36;-23.14;-2.41;-3.42;-0.0
5128;23.33;2.21;-23.14;-2.41;-3.42;-0.0
5129;23.75;1.79;-23.14;-2.41;-3.42;-0.0
5130;16.83;6.92;-21.51;-2.24;-2.48;-0.0
5131;12.95;6.92;-18.0;-1.87;-3.77;-0.0
5132;15.58;6.92;-20.38;-2.12;-5.15;-0.0
5133;20.71;4.83;-23.14;-2.41;-6.75;-0.0
5134;23.16;2.39;-23.14;-2.41;-6.75;-0.0
5135;25.54;-0.0;-23.14;-2.41;-6.75;-3.76
5136;25.54;-0.0;-23.14;-2.41;-6.75;-11.82
5137;25.54;-0.0;-23.14;-2.41;-6.75;-11.04
5138;25.54;-0.0;-23.14;-2.41;-6.75;-13.31
5139;25.54;-0.0;-23.14;-2.41;-6.75;-16.23
5140;25.54;-0.0;-23.14;-2.41;-6.75;-18.56
5141;25.54;-0.0;-23.14;-2.41;-3.42;-19.22
5142;25.54;-0.0;-23.14;-2.41;-3.42;-19.28
5143;25.54;-0.0;-23.14;-2.41;-3.42;-21.01
5144;25.54;-0.0;-23.14;-2.41;-3.42;-21.72
5145;25.54;-0.0;-23.14;-2.41;-3.42;-21.96
5146;25.54;-0.0;-23.14;-2.41;-3.42;-20.83
5147;25.54;-0.0;-23.14;-2.41;-3.42;-18.02
5148;25.54;-0.0;-23.14;-2.41;-3.42;-13.91
5149;25.54;-0.0;-23.14;-2.41;-3.42;-10.21
5150;25.54;-0.0;-23.14;-2.41;-3.42;-6.09
5151;25.54;-0.0;-23.14;-2.41;-3.42;-3.58
5152;25.54;-0.0;-23.14;-2.41;-3.42;-1.97
5153;25.54;-0.0;-23.14;-2.41;-3.42;-1.43
5154;25.54;-0.0;-23.14;-2.41;-3.42;-0.0
5155;22.44;3.1;-23.14;-2.41;-6.75;-0.0
5156;22.32;3.22;-23.14;-2.41;-6.75;-0.0
5157;22.74;2.8;-23.14;-2.41;-6.75;-0.0
5158;20.83;4.71;-23.14;-2.41;-6.75;-0.0
5159;19.22;6.33;-23.14;-2.41;-6.75;-0.0
5160;17.55;6.92;-22.16;-2.3;-6.19;-0.0
5161;16.47;6.92;-21.19;-2.2;-5.62;-0.0
5162;14.98;6.92;-19.84;-2.06;-4.84;-0.0
5163;12.95;6.92;-18.0;-1.87;-3.77;-0.0
5164;10.15;6.92;-15.46;-1.61;-2.3;-0.0
5165;7.16;6.92;-12.75;-1.33;2.6;-0.0
5166;7.94;6.92;-13.46;-1.4;2.19;-0.0
5167;8.0;6.92;-13.51;-1.4;2.16;-0.0
5168;8.41;6.92;-13.89;-1.44;1.94;-0.0
5169;8.71;6.92;-14.16;-1.47;1.79;-0.0
5170;9.07;6.92;-14.48;-1.51;1.6;-0.0
5171;9.61;6.92;-14.97;-1.56;1.32;-0.0
5172;9.97;6.92;-15.29;-1.59;1.13;-0.0
5173;9.67;6.92;-15.02;-1.56;1.29;-0.0
5174;9.07;6.92;-14.48;-1.51;1.6;-0.0
5175;8.47;6.92;-13.94;-1.45;1.91;-0.0
5176;8.47;6.92;-13.94;-1.45;1.91;-0.0
5177;7.76;6.92;-13.29;-1.38;2.29;-0.0
5178;8.65;6.92;-14.11;-1.47;1.82;-0.0
5179;11.58;6.92;-16.75;-1.74;-3.05;-0.0
5180;11.94;6.92;-17.08;-1.78;-3.24;-0.0
5181;8.65;6.92;-14.11;-1.47;-1.51;-0.0
5182;6.03;6.92;-11.73;-1.22;-0.14;-0.0
5183;5.61;6.92;-11.35;-1.18;0.08;-0.0
5184;5.55;6.92;-11.29;-1.17;0.12;-0.0
5185;2.09;6.92;-8.16;-0.85;1.93;-0.0
5186;0.9;6.92;-7.08;-0.74;2.56;-0.0
5187;0.66;6.92;-6.86;-0.71;2.69;-0.0
5188;0.66;6.92;-6.86;-0.71;2.69;-0.0
5189;0.42;6.92;-6.65;-0.69;6.14;-0.0
5190;0.24;6.92;-6.48;-0.67;6.24;-0.0
5191;0.9;6.92;-7.08;-0.74;5.89;-0.0
5192;1.79;6.92;-7.89;-0.82;5.42;-0.0
5193;2.27;6.92;-8.32;-0.87;5.17;-0.0
5194;2.98;6.92;-8.97;-0.93;4.8;-0.0
5195;3.58;6.92;-9.51;-0.99;4.48;-0.0
5196;3.64;6.92;-9.56;-0.99;4.45;-0.0
5197;3.34;6.92;-9.29;-0.97;4.61;-0.0
5198;2.51;6.92;-8.54;-0.89;5.05;-0.0
5199;1.49;6.92;-7.62;-0.79;5.58;-0.0
5200;1.07;6.92;-7.24;-0.75;5.8;-0.0
5201;1.97;6.92;-8.05;-0.84;5.33;-0.0
5202;4.06;6.92;-9.94;-1.03;4.23;-0.0
5203;-0.0;-0.0;0.0;0.0;6.67;-7.76
5204;-0.0;-0.0;0.0;0.0;6.67;-10.68
5205;-0.0;-0.0;0.0;0.0;6.67;-10.09
5206;-0.0;-0.0;0.0;0.0;6.67;-8.18
5207;-0.0;-0.0;0.0;0.0;6.67;-6.45
5208;4.89;6.92;-10.7;-1.11;0.46;-0.0
5209;4.06;6.92;-9.94;-1.03;0.9;-0.0
5210;4.0;6.92;-9.89;-1.03;0.93;-0.0
5211;4.42;6.92;-10.27;-1.07;0.71;-0.0
5212;4.54;6.92;-10.38;-1.08;0.65;-0.0
5213;2.51;6.92;-8.54;-0.89;5.05;-0.0
5214;1.01;6.92;-7.19;-0.75;5.83;-0.0
5215;0.36;6.92;-6.59;-0.69;6.18;-0.0
5216;0.36;6.92;-6.59;-0.69;6.18;-0.0
5217;0.6;6.92;-6.81;-0.71;6.05;-0.0
5218;0.9;6.92;-7.08;-0.74;5.89;-0.0
5219;1.85;6.92;-7.94;-0.83;5.39;-0.0
5220;3.64;6.92;-9.56;-0.99;4.45;-0.0
5221;5.79;6.92;-11.51;-1.2;3.32;-0.0
5222;7.7;6.92;-13.24;-1.38;2.32;-0.0
5223;9.13;6.92;-14.54;-1.51;1.57;-0.0
5224;9.43;6.92;-14.81;-1.54;1.41;-0.0
5225;10.5;6.92;-15.78;-1.64;0.85;-0.0
5226;13.43;6.92;-18.43;-1.92;-0.69;-0.0
5227;16.59;6.92;-21.29;-2.21;-5.69;-0.0
5228;18.14;6.92;-22.7;-2.36;-6.5;-0.0
5229;19.57;5.97;-23.14;-2.41;-6.75;-0.0
5230;21.19;4.36;-23.14;-2.41;-6.75;-0.0
5231;23.33;2.21;-23.14;-2.41;-6.75;-0.0
5232;23.75;1.79;-23.14;-2.41;-6.75;-0.0
5233;23.57;1.97;-23.14;-2.41;-6.75;-0.0
5234;23.04;2.51;-23.14;-2.41;-6.75;-0.0
5235;22.62;2.92;-23.14;-2.41;-6.75;-0.0
5236;22.86;2.69;-23.14;-2.41;-6.75;-0.0
5237;23.51;2.03;-23.14;-2.41;-3.42;-0.0
5238;25.54;-0.0;-23.14;-2.41;-3.42;-1.79
5239;25.54;-0.0;-23.14;-2.41;-3.42;-9.85
5240;25.54;-0.0;-23.14;-2.41;-3.42;-16.05
5241;25.54;-0.0;-23.14;-2.41;-3.42;-20.83
5242;25.54;-0.0;-23.14;-2.41;-3.42;-24.11
5243;25.54;-0.0;-23.14;-2.41;-3.42;-25.9
5244;25.54;-0.0;-23.14;-2.41;-3.42;-24.47
5245;25.54;-0.0;-23.14;-2.41;-3.42;-22.38
5246;25.54;-0.0;-23.14;-2.41;-3.42;-20.17
5247;25.54;-0.0;-23.14;-2.41;-3.42;-16.83
5248;25.54;-0.0;-23.14;-2.41;-3.42;-15.58
5249;25.54;-0.0;-23.14;-2.41;-3.42;-13.43
5250;25.54;-0.0;-23.14;-2.41;-3.42;-11.04
5251;25.54;-0.0;-23.14;-2.41;-6.75;-8.71
5252;25.54;-0.0;-23.14;-2.41;-6.75;-3.1
5253;25.54;-0.0;-23.14;-2.41;-6.75;-0.18
5254;25.54;-0.0;-23.14;-2.41;-6.75;-0.66
5255;25.54;-0.0;-23.14;-2.41;-6.75;-1.73
5256;25.54;-0.0;-23.14;-2.41;-6.75;-1.67
5257;25.54;-0.0;-23.14;-2.41;-6.75;-0.24
5258;25.54;-0.0;-23.14;-2.41;-6.75;-1.19
5259;25.54;-0.0;-23.14;-2.41;-6.75;-3.58
5260;25.54;-0.0;-23.14;-2.41;-6.75;-2.45
5261;24.65;0.9;-23.14;-2.41;-3.42;-0.0
5262;25.54;-0.0;-23.14;-2.41;-3.42;-7.64
5263;25.54;-0.0;-23.14;-2.41;-3.42;-14.68
5264;25.54;-0.0;-23.14;-2.41;-3.42;-18.02
5265;25.54;-0.0;-23.14;-2.41;-3.42;-20.53
5266;25.54;-0.0;-23.14;-2.41;-3.42;-22.2
5267;25.54;-0.0;-23.14;-2.41;-3.42;-22.92
5268;25.54;-0.0;-23.14;-2.41;-3.42;-21.78
5269;25.54;-0.0;-23.14;-2.41;-3.42;-18.02
5270;25.54;-0.0;-23.14;-2.41;-3.42;-12.35
5271;25.54;-0.0;-23.14;-2.41;-3.42;-9.25
5272;25.54;-0.0;-23.14;-2.41;-3.42;-7.52
5273;25.54;-0.0;-23.14;-2.41;-3.42;-6.15
5274;25.54;-0.0;-23.14;-2.41;-3.42;-4.42
5275;25.54;-0.0;-23.14;-2.41;-6.75;-0.6
5276;20.95;4.6;-23.14;-2.41;-6.75;-0.0
5277;19.81;5.73;-23.14;-2.41;-6.75;-0.0
5278;18.44;6.92;-22.97;-2.39;-6.66;-0.0
5279;16.41;6.92;-21.13;-2.2;-5.59;-0.0
5280;16.05;6.92;-20.81;-2.16;-5.4;-0.0
5281;14.98;6.92;-19.84;-2.06;-4.84;-0.0
5282;14.8;6.92;-19.67;-2.05;-4.74;-0.0
5283;15.16;6.92;-20.0;-2.08;-4.93;-0.0
5284;14.38;6.92;-19.29;-2.01;-4.52;-0.0
5285;9.67;6.92;-15.02;-1.56;1.29;-0.0
5286;10.5;6.92;-15.78;-1.64;0.85;-0.0
5287;13.43;6.92;-18.43;-1.92;-0.69;-0.0
