;on_wind;PEM input;battery_storage;Compressor;hydrogen_storage;Curtailment
4229;23.86;-21.61;-0.0;-2.25;-2.53;-0.0
4230;21.64;-21.61;2.21;-2.25;-2.53;-0.0
4231;23.86;-21.61;0.0;-2.25;-2.53;-3.85
4232;23.86;-21.61;0.0;-2.25;-2.53;-10.33
4233;23.86;-21.61;0.0;-2.25;-2.53;-14.35
4234;23.86;-21.61;0.0;-2.25;-2.53;-18.28
4235;23.86;-21.61;0.0;-2.25;-2.53;-21.73
4236;23.86;-21.61;0.0;-2.25;-2.53;-23.53
4237;23.86;-21.61;0.0;-2.25;-2.53;-23.94
4238;23.86;-21.61;0.0;-2.25;-2.53;-21.64
4239;25.58;-21.61;-1.72;-2.25;-2.53;-16.56
4240;39.02;-21.61;-15.17;-2.25;-2.53;-0.0
4241;35.42;-21.61;-11.56;-2.25;-2.53;-0.0
4242;31.48;-21.61;-7.62;-2.25;-2.53;-0.0
4243;27.96;-21.61;-4.1;-2.25;-5.87;-0.0
4244;24.1;-21.61;-0.25;-2.25;-5.87;-0.0
4245;21.07;-21.61;2.79;-2.25;-5.87;-0.0
4246;19.51;-21.61;4.35;-2.25;-5.87;-0.0
4247;19.1;-21.61;4.76;-2.25;-5.87;-0.0
4248;19.27;-21.61;4.59;-2.25;-5.87;-0.0
4249;19.68;-21.61;4.18;-2.25;-5.87;-0.0
4250;21.23;-21.61;2.62;-2.25;-5.87;-0.0
4251;21.64;-21.61;2.21;-2.25;-5.87;-0.0
4252;16.64;-21.61;7.21;-2.25;-5.87;-0.0
4253;16.15;-21.61;7.71;-2.25;-2.53;-0.0
4254;26.56;-21.61;-2.71;-2.25;-2.53;-0.0
4255;29.35;-21.61;-5.49;-2.25;-2.53;-0.0
4256;31.62;-21.61;-7.76;-2.25;-2.53;-0.19
4257;35.42;-21.61;-11.56;-2.25;-2.53;-0.0
4258;39.02;-21.61;-15.17;-2.25;-2.53;-0.0
4259;41.07;-21.61;-17.22;-2.25;-2.53;-0.0
4260;41.48;-21.61;-17.63;-2.25;-2.53;-0.0
4261;40.66;-21.61;-16.81;-2.25;-2.53;-0.0
4262;38.04;-21.61;-14.18;-2.25;-2.53;-0.0
4263;35.42;-21.61;-11.56;-2.25;-2.53;-0.0
4264;33.12;-21.61;-9.26;-2.25;-2.53;-0.0
4265;29.02;-21.61;-5.16;-2.25;-2.53;-0.0
4266;24.76;-21.61;-0.9;-2.25;-2.53;-0.0
4267;23.28;-21.09;0.0;-2.19;-5.57;-0.0
4268;21.48;-19.46;0.0;-2.02;-4.62;-0.0
4269;19.68;-17.82;0.0;-1.85;-3.67;-0.0
4270;17.54;-15.89;0.0;-1.65;-2.55;-0.0
4271;16.23;-14.7;0.0;-1.53;-1.86;-0.0
4272;15.33;-13.89;0.0;-1.44;-1.39;-0.0
4273;14.76;-13.37;0.0;-1.39;-1.09;-0.0
4274;14.51;-13.14;0.0;-1.37;-0.96;-0.0
4275;13.28;-12.03;0.0;-1.25;-0.31;-0.0
4276;8.69;-7.87;0.0;-0.82;2.1;-0.0
4277;6.8;-6.16;0.0;-0.64;6.42;-0.0
4278;7.95;-7.2;0.0;-0.75;5.82;-0.0
4279;6.39;-5.79;0.0;-0.6;6.64;-0.0
4280;5.98;-5.42;0.0;-0.56;6.85;-0.0
4281;6.56;-5.94;0.0;-0.62;6.55;-0.0
4282;7.21;-6.54;0.0;-0.68;6.21;-0.0
4283;7.62;-6.91;0.0;-0.72;5.99;-0.0
4284;7.54;-6.83;0.0;-0.71;6.04;-0.0
4285;7.13;-6.46;0.0;-0.67;6.25;-0.0
4286;6.64;-6.02;0.0;-0.63;6.51;-0.0
4287;5.98;-5.42;0.0;-0.56;6.85;-0.0
4288;5.25;-4.8;0.05;-0.5;7.21;-0.0
4289;4.59;-4.8;0.71;-0.5;7.21;-0.0
4290;4.35;-4.8;0.96;-0.5;7.21;-0.0
4291;4.43;-4.8;0.87;-0.5;3.88;-0.0
4292;4.35;-4.8;0.96;-0.5;3.88;-0.0
4293;4.1;-4.8;1.2;-0.5;3.88;-0.0
4294;4.1;-4.8;1.2;-0.5;3.88;-0.0
4295;4.67;-4.8;0.63;-0.5;3.88;-0.0
4296;5.82;-5.27;0.0;-0.55;3.61;-0.0
4297;7.79;-7.05;0.0;-0.73;2.57;-0.0
4298;10.33;-9.36;0.0;-0.97;1.24;-0.0
4299;12.22;-11.06;0.0;-1.15;0.25;-0.0
4300;11.07;-10.03;0.0;-1.04;0.85;-0.0
4301;7.71;-6.98;0.0;-0.73;5.95;-0.0
4302;6.8;-6.16;0.0;-0.64;6.42;-0.0
4303;6.89;-6.24;0.0;-0.65;6.38;-0.0
4304;6.56;-5.94;0.0;-0.62;6.55;-0.0
4305;7.21;-17.24;11.82;-1.79;0.0;-0.0
4306;8.77;-17.24;10.26;-1.79;0.0;-0.0
4307;10.33;-9.36;0.0;-0.97;4.57;-0.0
4308;11.89;-10.77;0.0;-1.12;3.75;-0.0
4309;12.54;-11.36;0.0;-1.18;3.41;-0.0
4310;11.4;-10.32;0.0;-1.07;4.01;-0.0
4311;9.18;-8.32;0.0;-0.86;5.17;-0.0
4312;6.89;-6.24;0.0;-0.65;6.38;-0.0
4313;5.9;-17.24;13.13;-1.79;0.0;-0.0
4314;6.89;-6.24;0.0;-0.65;6.38;-0.0
4315;9.26;-11.49;3.42;-1.2;0.0;-0.0
4316;12.46;-11.29;0.0;-1.17;0.12;-0.0
4317;15.74;-14.26;0.0;-1.48;-1.6;-0.0
4318;16.64;-15.08;0.0;-1.57;-2.08;-0.0
4319;15.25;-13.81;0.0;-1.44;-1.35;-0.0
4320;14.18;-12.85;0.0;-1.34;-0.79;-0.0
4321;13.53;-12.25;0.0;-1.27;-0.44;-0.0
4322;12.54;-11.49;0.14;-1.2;0.0;-0.0
4323;10.99;-9.95;0.0;-1.03;0.89;-0.0
4324;8.85;-8.02;0.0;-0.83;2.01;-0.0
4325;7.87;-17.24;11.16;-1.79;0.0;-0.0
4326;7.3;-17.24;11.74;-1.79;0.0;-0.0
4327;7.13;-17.24;11.9;-1.79;0.0;-0.0
4328;8.77;-17.24;10.26;-1.79;0.0;-0.0
4329;10.33;-9.36;0.0;-0.97;4.57;-0.0
4330;11.4;-17.24;7.64;-1.79;0.0;-0.0
4331;11.31;-10.25;0.0;-1.07;4.06;-0.0
4332;10.66;-17.24;8.37;-1.79;0.0;-0.0
4333;10.33;-9.36;0.0;-0.97;4.57;-0.0
4334;10.08;-9.13;0.0;-0.95;4.7;-0.0
4335;9.67;-8.76;0.0;-0.91;4.92;-0.0
4336;8.44;-7.65;0.0;-0.8;5.56;-0.0
4337;6.97;-17.24;12.06;-1.79;0.0;-0.0
4338;5.0;-17.15;13.94;-1.78;0.05;-0.0
4339;3.61;-4.8;1.69;-0.5;3.88;-0.0
4340;4.02;-4.8;1.28;-0.5;3.88;-0.0
4341;7.13;-6.46;0.0;-0.67;2.92;-0.0
4342;13.36;-12.1;0.0;-1.26;-0.35;-0.0
4343;19.92;-18.05;0.0;-1.88;-3.8;-0.0
4344;23.61;-21.39;0.0;-2.22;-5.74;-0.0
4345;24.84;-21.61;-0.98;-2.25;-5.87;-0.0
4346;25.01;-21.61;-1.15;-2.25;-5.87;-0.0
4347;24.35;-21.61;-0.49;-2.25;-5.87;-0.0
4348;23.86;-21.61;0.0;-2.25;-5.87;-0.0
4349;21.48;-21.61;2.38;-2.25;-2.53;-0.0
4350;23.2;-21.24;0.25;-2.21;-2.32;-0.0
4351;23.86;-21.61;0.0;-2.25;-2.53;-10.58
4352;23.86;-21.61;0.0;-2.25;-2.53;-18.12
4353;23.86;-21.61;0.0;-2.25;-2.53;-21.73
4354;23.86;-21.61;0.0;-2.25;-2.53;-24.19
4355;23.86;-21.61;0.0;-2.25;-2.53;-25.41
4356;23.86;-21.61;0.0;-2.25;-2.53;-24.68
4357;23.86;-21.61;0.0;-2.25;-2.53;-22.55
4358;23.86;-21.61;0.0;-2.25;-2.53;-19.18
4359;23.86;-21.61;0.0;-2.25;-2.53;-12.05
4360;23.86;-21.61;0.0;-2.25;-2.53;-5.41
4361;23.86;-21.61;0.0;-2.25;-2.53;-2.38
4362;23.86;-21.61;0.0;-2.25;-2.53;-4.67
4363;-0.0;0.0;0.0;0.0;6.67;-30.66
4364;-0.0;0.0;0.0;0.0;6.67;-30.42
4365;-0.0;0.0;0.0;0.0;6.67;-27.22
4366;-0.0;0.0;0.0;0.0;6.67;-25.99
4367;-0.0;0.0;0.0;0.0;6.67;-27.96
4368;23.86;-21.61;0.0;-2.25;-5.87;-5.33
4369;23.86;-21.61;0.0;-2.25;-5.87;-9.84
4370;23.86;-21.61;0.0;-2.25;-5.87;-8.85
4371;23.86;-21.61;0.0;-2.25;-5.87;-9.02
4372;23.86;-21.61;0.0;-2.25;-5.87;-4.76
4373;23.86;-21.61;0.0;-2.25;-2.53;-5.0
4374;23.86;-21.61;0.0;-2.25;-2.53;-17.22
4375;23.86;-21.61;0.0;-2.25;-2.53;-29.6
4376;23.86;-21.61;0.0;-2.25;-2.53;-35.74
4377;23.86;-21.61;0.0;-2.25;-2.53;-37.71
4378;23.86;-21.61;0.0;-2.25;-2.53;-38.45
4379;23.86;-21.61;0.0;-2.25;-2.53;-38.04
4380;23.86;-21.61;0.0;-2.25;-2.53;-37.38
4381;23.86;-21.61;0.0;-2.25;-2.53;-36.07
4382;23.86;-21.61;0.0;-2.25;-2.53;-34.68
4383;23.86;-21.61;0.0;-2.25;-2.53;-33.29
4384;23.86;-21.61;0.0;-2.25;-2.53;-28.37
4385;23.86;-21.61;0.0;-2.25;-2.53;-20.58
4386;28.28;-21.61;-4.43;-2.25;-2.53;-6.56
4387;23.86;-21.61;0.0;-2.25;-5.87;-3.36
4388;22.22;-21.61;1.64;-2.25;-5.87;-0.0
4389;21.07;-21.61;2.79;-2.25;-5.87;-0.0
4390;23.86;-21.61;0.0;-2.25;-5.87;-1.15
4391;23.86;-21.61;0.0;-2.25;-5.87;-5.82
4392;23.86;-21.61;0.0;-2.25;-5.87;-9.84
4393;23.86;-21.61;0.0;-2.25;-5.87;-13.36
4394;23.86;-21.61;0.0;-2.25;-5.87;-12.71
4395;23.86;-21.61;0.0;-2.25;-5.87;-14.35
4396;23.86;-21.61;0.0;-2.25;-5.87;-12.54
4397;23.86;-21.61;0.0;-2.25;-2.53;-12.38
4398;23.86;-21.61;0.0;-2.25;-2.53;-16.64
4399;23.86;-21.61;0.0;-2.25;-2.53;-20.0
4400;23.86;-21.61;0.0;-2.25;-2.53;-23.28
4401;23.86;-21.61;0.0;-2.25;-2.53;-26.89
4402;23.86;-21.61;0.0;-2.25;-2.53;-27.46
4403;23.86;-21.61;0.0;-2.25;-2.53;-28.04
4404;23.86;-21.61;0.0;-2.25;-2.53;-28.78
4405;23.86;-21.61;0.0;-2.25;-2.53;-29.1
4406;23.86;-21.61;0.0;-2.25;-2.53;-26.15
4407;23.86;-21.61;0.0;-2.25;-2.53;-22.05
4408;23.86;-21.61;0.0;-2.25;-2.53;-16.31
4409;23.86;-21.61;0.0;-2.25;-2.53;-7.79
4410;23.86;-21.61;0.0;-2.25;-2.53;-2.05
4411;23.86;-21.61;0.0;-2.25;-5.87;-2.38
4412;23.86;-21.61;0.0;-2.25;-5.87;-7.95
4413;23.86;-21.61;0.0;-2.25;-5.87;-15.58
4414;23.86;-21.61;0.0;-2.25;-5.87;-21.23
4415;23.86;-21.61;0.0;-2.25;-5.87;-25.41
4416;23.86;-21.61;0.0;-2.25;-5.87;-21.23
4417;23.86;-21.61;0.0;-2.25;-5.87;-17.63
4418;23.86;-21.61;0.0;-2.25;-5.87;-18.2
4419;23.86;-21.61;0.0;-2.25;-5.87;-9.92
4420;23.86;-21.61;0.0;-2.25;-5.87;-2.79
4421;23.86;-21.61;0.0;-2.25;-2.53;-3.85
4422;23.86;-21.61;0.0;-2.25;-2.53;-9.59
4423;23.86;-21.61;0.0;-2.25;-2.53;-14.18
4424;23.86;-21.61;0.0;-2.25;-2.53;-18.2
4425;23.86;-21.61;0.0;-2.25;-2.53;-21.07
4426;23.86;-21.61;0.0;-2.25;-2.53;-23.94
4427;33.7;-21.61;-9.84;-2.25;-2.53;-15.9
4428;49.44;-21.61;-25.58;-2.25;-2.53;-0.0
4429;47.06;-21.61;-23.2;-2.25;-2.53;-0.0
4430;41.89;-21.61;-18.04;-2.25;-2.53;-0.0
4431;35.42;-21.61;-11.56;-2.25;-2.53;-0.0
4432;24.76;-21.61;-0.9;-2.25;-2.53;-0.0
4433;11.97;-21.61;11.89;-2.25;-2.53;-0.0
4434;3.94;-21.61;19.92;-2.25;-2.53;-0.0
4435;0.49;-21.61;23.37;-2.25;-5.87;-0.0
4436;2.3;-21.61;21.56;-2.25;-5.87;-0.0
4437;11.56;-21.61;12.3;-2.25;-5.87;-0.0
4438;23.78;-21.61;0.08;-2.25;-5.87;-0.0
4439;23.86;-21.61;0.0;-2.25;-5.87;-4.76
4440;23.86;-21.61;0.0;-2.25;-5.87;-8.36
4441;23.86;-21.61;0.0;-2.25;-5.87;-10.82
4442;23.86;-21.61;0.0;-2.25;-5.87;-11.56
4443;23.86;-21.61;0.0;-2.25;-5.87;-10.25
4444;23.86;-21.61;0.0;-2.25;-5.87;-7.79
4445;23.86;-21.61;0.0;-2.25;-2.53;-7.21
4446;23.86;-21.61;0.0;-2.25;-2.53;-11.89
4447;23.86;-21.61;0.0;-2.25;-2.53;-35.33
4448;23.86;-21.61;0.0;-2.25;-2.53;-47.8
4449;23.86;-21.61;0.0;-2.25;-2.53;-51.4
4450;23.86;-21.61;0.0;-2.25;-2.53;-53.78
4451;23.86;-21.61;0.0;-2.25;-2.53;-54.27
4452;23.86;-21.61;0.0;-2.25;-2.53;-54.68
4453;23.86;-21.61;0.0;-2.25;-2.53;-54.27
4454;23.86;-21.61;0.0;-2.25;-2.53;-52.88
4455;41.47;-21.61;-17.61;-2.25;-2.53;-32.97
4456;57.71;-21.61;-33.85;-2.25;-2.53;-11.89
4457;57.71;-21.61;-33.85;-2.25;-2.53;-1.56
4458;47.55;-21.61;-23.69;-2.25;-2.53;-0.0
4459;39.68;-21.61;-15.82;-2.25;-5.87;-0.0
4460;32.71;-21.61;-8.85;-2.25;-5.87;-0.0
4461;25.58;-21.61;-1.72;-2.25;-5.87;-0.0
4462;23.61;-21.39;0.0;-2.22;-5.74;-0.0
4463;22.87;-20.72;0.0;-2.15;-5.35;-0.0
4464;22.87;-20.94;0.25;-2.18;-5.48;-0.0
4465;24.1;-21.61;-0.25;-2.25;-5.87;-0.0
4466;23.2;-21.02;0.0;-2.19;-5.52;-0.0
4467;21.4;-19.38;0.0;-2.02;-4.58;-0.0
4468;14.68;-13.29;0.0;-1.38;-1.04;-0.0
4469;11.72;-10.62;0.0;-1.1;3.84;-0.0
4470;14.84;-13.44;0.0;-1.4;2.2;-0.0
4471;15.17;-13.74;0.0;-1.43;2.03;-0.0
4472;15.9;-14.41;0.0;-1.5;1.64;-0.0
4473;16.72;-15.15;0.0;-1.58;1.21;-0.0
4474;16.81;-15.22;0.0;-1.58;1.17;-0.0
4475;15.99;-14.48;0.0;-1.51;1.6;-0.0
4476;14.27;-12.92;0.0;-1.34;2.5;-0.0
4477;11.64;-10.55;0.0;-1.1;3.88;-0.0
4478;8.77;-7.95;0.0;-0.83;5.39;-0.0
4479;6.39;-5.79;0.0;-0.6;6.64;-0.0
4480;4.43;-4.8;0.87;-0.5;7.21;-0.0
4481;2.54;-4.8;2.76;-0.5;7.21;-0.0
4482;0.98;-4.8;4.32;-0.5;7.21;-0.0
4483;0.25;-4.8;5.06;-0.5;3.88;-0.0
4484;0.57;-4.8;4.73;-0.5;3.88;-0.0
4485;1.97;-4.8;3.33;-0.5;3.88;-0.0
4486;4.51;-4.8;0.79;-0.5;3.88;-0.0
4487;7.95;-7.2;0.0;-0.75;2.49;-0.0
4488;11.72;-10.62;0.0;-1.1;0.51;-0.0
4489;14.68;-13.29;0.0;-1.38;-1.04;-0.0
4490;15.74;-14.26;0.0;-1.48;-1.6;-0.0
4491;15.49;-14.04;0.0;-1.46;-1.47;-0.0
4492;13.28;-12.03;0.0;-1.25;-0.31;-0.0
4493;6.72;-6.09;0.0;-0.63;6.47;-0.0
4494;2.62;-4.8;2.68;-0.5;7.21;-0.0
4495;2.05;-4.8;3.25;-0.5;7.21;-0.0
4496;1.56;-4.8;3.74;-0.5;7.21;-0.0
4497;1.56;-4.8;3.74;-0.5;7.21;-0.0
4498;1.64;-4.8;3.66;-0.5;7.21;-0.0
4499;1.48;-4.8;3.83;-0.5;7.21;-0.0
4500;0.98;-4.8;4.32;-0.5;7.21;-0.0
4501;0.41;-4.8;4.89;-0.5;7.21;-0.0
4502;0.25;-4.8;5.06;-0.5;7.21;-0.0
4503;0.49;-4.8;4.81;-0.5;7.21;-0.0
4504;1.23;-4.8;4.07;-0.5;7.21;-0.0
4505;2.87;-4.8;2.43;-0.5;7.21;-0.0
4506;6.8;-6.16;0.0;-0.64;6.42;-0.0
4507;15.33;-13.89;0.0;-1.44;-1.39;-0.0
4508;24.35;-21.61;-0.49;-2.25;-5.87;-0.0
4509;31.4;-21.61;-7.54;-2.25;-5.87;-0.0
4510;33.78;-21.61;-9.92;-2.25;-5.87;-0.0
4511;32.14;-21.61;-8.28;-2.25;-5.87;-0.0
4512;29.84;-21.61;-5.98;-2.25;-5.87;-0.0
4513;28.12;-21.61;-4.26;-2.25;-5.87;-0.0
4514;27.22;-21.61;-3.36;-2.25;-5.87;-0.0
4515;25.5;-21.61;-1.64;-2.25;-5.87;-0.0
4516;19.59;-17.75;0.0;-1.85;-3.63;-0.0
4517;11.81;-17.24;7.23;-1.79;0.0;-0.0
4518;8.36;-17.24;10.67;-1.79;0.0;-0.0
4519;9.84;-8.91;0.0;-0.93;4.83;-0.0
4520;14.35;-17.24;4.69;-1.79;0.0;-0.0
4521;15.33;-17.24;3.7;-1.79;0.0;-0.0
4522;13.69;-21.61;10.17;-2.25;-2.53;-0.0
4523;10.49;-17.24;8.54;-1.79;0.0;-0.0
4524;7.54;-17.24;11.49;-1.79;0.0;-0.0
4525;5.57;-17.24;13.46;-1.79;0.0;-0.0
4526;4.67;-5.83;1.76;-0.61;6.62;-0.0
4527;4.51;-17.24;14.52;-1.79;0.0;-0.0
4528;5.0;-17.24;14.03;-1.79;0.0;-0.0
4529;5.33;-4.83;0.0;-0.5;7.2;-0.0
4530;10.74;-17.24;8.29;-1.79;0.0;-0.0
4531;6.21;0.0;-6.21;0.0;6.67;-15.52
4532;31.81;0.0;-31.81;0.0;6.67;-0.0
4533;33.85;0.0;-33.85;0.0;6.67;-1.48
4534;33.29;0.0;-33.29;0.0;6.67;-0.0
4535;30.25;0.0;-30.25;0.0;6.67;-0.0
4536;23.86;-21.61;0.0;-2.25;-5.87;-4.26
4537;23.86;-21.61;0.0;-2.25;-5.87;-1.39
4538;22.63;-20.5;0.0;-2.13;-5.22;-0.0
4539;20.09;-18.19;0.0;-1.89;-3.89;-0.0
4540;15.74;-14.26;0.0;-1.48;-1.6;-0.0
4541;8.77;-7.95;0.0;-0.83;5.39;-0.0
4542;5.0;-4.8;0.3;-0.5;7.21;-0.0
4543;4.43;-4.8;0.87;-0.5;7.21;-0.0
4544;4.51;-4.8;0.79;-0.5;7.21;-0.0
4545;4.18;-4.8;1.12;-0.5;7.21;-0.0
4546;3.44;-4.8;1.86;-0.5;7.21;-0.0
4547;2.95;-4.8;2.35;-0.5;7.21;-0.0
4548;3.53;-4.8;1.78;-0.5;7.21;-0.0
4549;3.53;-4.8;1.78;-0.5;7.21;-0.0
4550;2.38;-4.8;2.92;-0.5;7.21;-0.0
4551;1.64;-4.8;3.66;-0.5;7.21;-0.0
4552;2.13;-4.8;3.17;-0.5;7.21;-0.0
4553;2.13;-4.8;3.17;-0.5;7.21;-0.0
4554;1.8;-4.8;3.5;-0.5;7.21;-0.0
4555;5.08;-4.8;0.22;-0.5;3.88;-0.0
4556;12.63;-11.44;0.0;-1.19;0.03;-0.0
4557;11.07;-10.03;0.0;-1.04;0.85;-0.0
4558;4.67;-4.8;0.63;-0.5;3.88;-0.0
4559;1.64;-4.8;3.66;-0.5;3.88;-0.0
4560;1.48;-4.8;3.83;-0.5;3.88;-0.0
4561;4.02;-4.8;1.28;-0.5;3.88;-0.0
4562;7.38;-6.68;0.0;-0.69;2.79;-0.0
4563;12.05;-10.92;0.0;-1.14;0.33;-0.0
4564;14.51;-13.14;0.0;-1.37;-0.96;-0.0
4565;16.64;-15.08;0.0;-1.57;1.26;-0.0
4566;17.87;-16.19;0.0;-1.68;0.61;-0.0
4567;17.95;-16.26;0.0;-1.69;0.57;-0.0
4568;19.18;-17.38;0.0;-1.81;-0.08;-0.0
4569;20.91;-18.94;0.0;-1.97;-0.98;-0.0
4570;22.55;-20.42;0.0;-2.12;-1.85;-0.0
4571;24.02;-21.61;-0.16;-2.25;-2.53;-0.0
4572;23.78;-21.54;0.0;-2.24;-2.49;-0.0
4573;22.63;-20.5;0.0;-2.13;-1.89;-0.0
4574;19.92;-18.05;0.0;-1.88;-0.47;-0.0
4575;16.89;-15.3;0.0;-1.59;1.13;-0.0
4576;13.36;-12.1;0.0;-1.26;2.98;-0.0
4577;9.43;-8.54;0.0;-0.89;5.05;-0.0
4578;6.8;-6.16;0.0;-0.64;6.42;-0.0
4579;4.84;-4.8;0.46;-0.5;3.88;-0.0
4580;2.95;-4.8;2.35;-0.5;3.88;-0.0
4581;1.72;-4.8;3.58;-0.5;3.88;-0.0
4582;1.39;-4.8;3.91;-0.5;3.88;-0.0
4583;2.54;-6.2;4.3;-0.64;3.07;-0.0
4584;5.49;-4.98;0.0;-0.52;3.78;-0.0
4585;9.67;-8.76;0.0;-0.91;1.58;-0.0
4586;14.68;-13.29;0.0;-1.38;-1.04;-0.0
4587;19.68;-17.82;0.0;-1.85;-3.67;-0.0
4588;19.27;-17.45;0.0;-1.81;-3.46;-0.0
4589;15.0;-13.59;0.0;-1.41;2.12;-0.0
4590;13.69;-17.24;5.34;-1.79;0.0;-0.0
4591;18.45;-16.71;0.0;-1.74;0.31;-0.0
4592;20.91;-18.94;0.0;-1.97;-0.98;-0.0
4593;22.14;-20.05;0.0;-2.08;-1.63;-0.0
4594;21.81;-19.75;0.0;-2.05;-1.46;-0.0
4595;21.23;-19.23;0.0;-2.0;-1.16;-0.0
4596;19.76;-17.9;0.0;-1.86;-0.38;-0.0
4597;16.56;-15.0;0.0;-1.56;1.3;-0.0
4598;12.3;-11.14;0.0;-1.16;3.54;-0.0
4599;7.95;-7.2;0.0;-0.75;5.82;-0.0
4600;4.92;-17.24;14.11;-1.79;0.0;-0.0
4601;1.72;-17.24;17.31;-1.79;0.0;-0.0
4602;0.33;-4.8;4.97;-0.5;7.21;-0.0
4603;2.62;-4.8;2.68;-0.5;3.88;-0.0
4604;6.39;-11.49;6.29;-1.2;0.0;-0.0
4605;5.08;-11.49;7.61;-1.2;0.0;-0.0
4606;4.02;-11.49;8.67;-1.2;0.0;-0.0
4607;7.71;-11.49;4.98;-1.2;0.0;-0.0
4608;21.64;-19.61;0.0;-2.04;-4.7;-0.0
4609;22.96;-21.61;0.9;-2.25;-5.87;-0.0
4610;17.95;-16.26;0.0;-1.69;-2.77;-0.0
4611;18.04;-21.61;5.82;-2.25;-5.87;-0.0
4612;20.41;-21.61;3.44;-2.25;-5.87;-0.0
4613;29.02;-21.61;-5.16;-2.25;-2.53;-0.0
4614;34.84;-21.61;-10.99;-2.25;-2.53;-0.0
4615;39.35;-21.61;-15.49;-2.25;-2.53;-0.0
4616;42.96;-21.61;-19.1;-2.25;-2.53;-0.0
4617;42.63;-21.61;-18.77;-2.25;-2.53;-0.0
4618;39.76;-21.61;-15.9;-2.25;-2.53;-0.0
4619;37.63;-21.61;-13.77;-2.25;-2.53;-0.0
4620;35.83;-21.61;-11.97;-2.25;-2.53;-0.0
4621;33.86;-21.61;-10.0;-2.25;-2.53;-0.0
4622;31.48;-21.61;-7.62;-2.25;-2.53;-0.0
4623;28.53;-21.61;-4.67;-2.25;-2.53;-0.0
4624;23.86;-21.61;-0.0;-2.25;-2.53;-0.0
4625;17.3;-17.24;1.73;-1.79;0.0;-0.0
4626;11.81;-17.24;7.23;-1.79;0.0;-0.0
4627;8.94;-11.49;3.75;-1.2;0.0;-0.0
4628;6.64;-11.49;6.05;-1.2;0.0;-0.0
4629;4.76;-11.49;7.93;-1.2;0.0;-0.0
4630;4.18;-21.61;19.68;-2.25;-5.87;-0.0
4631;6.48;-13.17;8.07;-1.37;-0.98;-0.0
4632;12.79;-21.61;11.07;-2.25;-5.87;-0.0
4633;20.09;-18.19;0.0;-1.89;-3.89;-0.0
4634;24.02;-21.61;-0.16;-2.25;-5.87;-0.0
4635;24.19;-21.61;-0.33;-2.25;-5.87;-0.0
4636;18.53;-16.78;0.0;-1.75;-3.07;-0.0
4637;20.0;-18.12;0.0;-1.88;-0.51;-0.0
4638;27.3;-21.61;-3.44;-2.25;-2.53;-0.0
4639;29.1;-21.61;-5.25;-2.25;-2.53;-0.0
4640;30.09;-21.61;-6.23;-2.25;-2.53;-0.0
4641;31.4;-21.61;-7.54;-2.25;-2.53;-0.0
4642;33.61;-21.61;-9.76;-2.25;-2.53;-0.0
4643;34.11;-21.61;-10.25;-2.25;-2.53;-0.0
4644;33.29;-21.61;-9.43;-2.25;-2.53;-0.0
4645;31.4;-21.61;-7.54;-2.25;-2.53;-0.0
4646;28.78;-21.61;-4.92;-2.25;-2.53;-0.0
4647;24.51;-21.61;-0.66;-2.25;-2.53;-0.0
4648;20.09;-18.19;0.0;-1.89;-0.55;-0.0
4649;14.84;-13.44;0.0;-1.4;2.2;-0.0
4650;9.59;-8.69;0.0;-0.9;4.96;-0.0
4651;8.44;-7.65;0.0;-0.8;2.23;-0.0
4652;8.2;-7.43;0.0;-0.77;2.36;-0.0
4653;7.87;-7.13;0.0;-0.74;2.53;-0.0
4654;7.54;-11.49;5.15;-1.2;0.0;-0.0
4655;7.87;-11.49;4.82;-1.2;0.0;-0.0
4656;8.94;-11.49;3.75;-1.2;0.0;-0.0
4657;10.66;-9.65;0.0;-1.0;1.07;-0.0
4658;12.22;-11.49;0.47;-1.2;0.0;-0.0
4659;12.13;-11.49;0.55;-1.2;0.0;-0.0
4660;9.67;-11.49;3.01;-1.2;0.0;-0.0
4661;5.08;-17.24;13.95;-1.79;0.0;-0.0
4662;5.49;-4.98;0.0;-0.52;7.11;-0.0
4663;7.05;-6.39;0.0;-0.66;6.29;-0.0
4664;8.61;-7.8;0.0;-0.81;5.48;-0.0
4665;9.84;-21.61;14.02;-2.25;-2.53;-0.0
4666;10.82;-9.8;0.0;-1.02;4.31;-0.0
4667;10.82;-9.8;0.0;-1.02;4.31;-0.0
4668;9.67;-17.24;9.36;-1.79;0.0;-0.0
4669;8.28;-15.09;8.38;-1.57;1.25;-0.0
4670;7.3;-17.24;11.74;-1.79;0.0;-0.0
4671;6.89;-17.24;12.15;-1.79;0.0;-0.0
4672;6.72;-17.24;12.31;-1.79;0.0;-0.0
4673;6.23;-21.61;17.63;-2.25;-2.53;-0.0
4674;8.28;-17.24;10.75;-1.79;0.0;-0.0
4675;16.48;-21.61;7.38;-2.25;-5.87;-0.0
4676;23.86;-21.61;0.0;-2.25;-5.87;-4.59
4677;23.86;-21.61;0.0;-2.25;-5.87;-13.45
4678;23.86;-21.61;0.0;-2.25;-5.87;-17.54
4679;23.86;-21.61;0.0;-2.25;-5.87;-19.02
4680;23.86;-21.61;0.0;-2.25;-5.87;-16.89
4681;23.86;-21.61;0.0;-2.25;-5.87;-14.18
4682;23.86;-21.61;0.0;-2.25;-5.87;-11.72
